2016/03/01,co.uk,london,spark,273
2016/03/01,co.uk,london,hadoop,462
2016/03/01,co.uk,london,mongodb,252
2016/03/01,co.uk,london,scala,314
2016/03/01,co.uk,london,cassandra,196
2016/03/01,co.uk,london,angular,357
2016/03/01,co.uk,reading,spark,20
2016/03/01,co.uk,reading,hadoop,16
2016/03/01,co.uk,reading,mongodb,11
2016/03/01,co.uk,reading,scala,7
2016/03/01,co.uk,reading,cassandra,2
2016/03/01,co.uk,reading,angular,15
2016/03/01,co.uk,brighton,spark,3
2016/03/01,co.uk,brighton,hadoop,1
2016/03/01,co.uk,brighton,mongodb,3
2016/03/01,co.uk,brighton,scala,2
2016/03/01,co.uk,brighton,cassandra,1
2016/03/01,co.uk,brighton,angular,5
2016/03/01,co.uk,belfast,spark,2
2016/03/01,co.uk,belfast,hadoop,8
2016/03/01,co.uk,belfast,mongodb,1
2016/03/01,co.uk,belfast,scala,0
2016/03/01,co.uk,belfast,cassandra,6
2016/03/01,co.uk,belfast,angular,10
2016/03/01,ie,,spark,32
2016/03/01,ie,,hadoop,69
2016/03/01,ie,,mongodb,30
2016/03/01,ie,,scala,52
2016/03/01,ie,,cassandra,40
2016/03/01,ie,,angular,109
2016/03/01,ie,dublin,spark,30
2016/03/01,ie,dublin,hadoop,65
2016/03/01,ie,dublin,mongodb,24
2016/03/01,ie,dublin,scala,45
2016/03/01,ie,dublin,cassandra,35
2016/03/01,ie,dublin,angular,96
2016/03/01,ie,cork,spark,0
2016/03/01,ie,cork,hadoop,0
2016/03/01,ie,cork,mongodb,3
2016/03/01,ie,cork,scala,0
2016/03/01,ie,cork,cassandra,3
2016/03/01,ie,cork,angular,1
2016/03/01,ie,athlone,spark,2
2016/03/01,ie,athlone,hadoop,5
2016/03/01,ie,athlone,mongodb,0
2016/03/01,ie,athlone,scala,0
2016/03/01,ie,athlone,cassandra,0
2016/03/01,ie,athlone,angular,0
2016/03/01,ie,galway,spark,0
2016/03/01,ie,galway,hadoop,0
2016/03/01,ie,galway,mongodb,0
2016/03/01,ie,galway,scala,0
2016/03/01,ie,galway,cassandra,0
2016/03/01,ie,galway,angular,7
